,time,x,y,z,roll,pitch,yaw
0,163645070.11411795,-25869.6962154,-93280.2832266,1.54772675037,0.000635324522718003,0.002648543976670137,1.7533326906987556
1,163645070.41166922,-25869.8917519,-93279.2369931,1.54418706894,0.0004936933687746791,0.0014316259722852998,1.7622581315034072
2,163645070.7091666,-25870.1162954,-93278.1165278,1.54719185829,0.0008577034780900151,0.0007800216172193508,1.7734037489036347
3,163645071.01467973,-25870.3788274,-93276.8725379,1.54563343525,0.0005816397611957566,0.0002905732203954958,1.7853790997391827
4,163645071.3121694,-25870.6633014,-93275.5771199,1.54559934139,0.0005142731229035348,0.0010685169284818663,1.795285041690718
5,163645071.6097847,-25870.9880254,-93274.1868484,1.54257595539,0.0004373011771860338,0.003280103031724657,1.8063778201407972
6,163645071.81083372,-25871.2310109,-93273.1979071,1.54166674614,0.0006822166419206953,0.004895809387319927,1.8148580792775684
7,163645072.0120725,-25871.4863506,-93272.1996346,1.53616440296,0.0006237674482915108,0.004258546289501286,1.8236068037143813
8,163645072.21311256,-25871.7561271,-93271.1639674,1.53166377544,0.000338336674016976,0.002276391772670028,1.8320723426040009
9,163645072.41416883,-25872.0472338,-93270.0856451,1.53112900257,0.0003285912730269042,0.00033234666433878957,1.8407460589281024
10,163645072.6151875,-25872.359583,-93268.9696273,1.5311242342,0.00017986812478478645,-7.061838440769463e-05,1.8496538240636595
11,163645072.8081749,-25872.6882848,-93267.8452555,1.53017365932,0.00016064791551380968,0.00021015464513274296,1.859420369325419
12,163645073.00920236,-25873.0519149,-93266.6641443,1.53407347202,0.000276842017671621,-0.000502207105652186,1.8700526893422627
13,163645073.21029475,-25873.4366387,-93265.4593702,1.53317511082,0.00024163191890020342,0.000684381905823539,1.8799036346707005
14,163645073.41130322,-25873.8437522,-93264.2145488,1.53058373928,0.0002993120000349428,0.0037158023710592847,1.8880433607083202
15,163645073.6123121,-25874.2701979,-93262.9372598,1.52453255653,9.184248361877192e-06,0.003687362747039735,1.895518392356936
16,163645073.8133691,-25874.7188435,-93261.6242439,1.52134609222,0.00016530803501889634,0.0024039871653667166,1.9030697265108012
17,163645074.01449695,-25875.1943034,-93260.2488508,1.51644825935,-0.00010830244310523162,0.003613094270184858,1.9098322236264784
18,163645074.20745635,-25875.6868876,-93258.8489083,1.51022362709,-5.896770891751731e-06,0.003894648347904095,1.9159152410076743
19,163645074.40854716,-25876.2001183,-93257.4330886,1.50343894958,0.0002809753420447545,0.003457750192802145,1.9223127687965669
20,163645074.60954952,-25876.7383435,-93255.9675526,1.49963343143,0.00010400814081225175,0.0022642007781061846,1.9286187407321176
21,163645074.81064045,-25877.3042752,-93254.4581698,1.49697875977,5.047612603628541e-05,0.0019413812498425553,1.9353667176230682
22,163645075.01173255,-25877.8911972,-93252.9310437,1.49366784096,6.450572803135893e-05,0.002405631906447603,1.9425755032136376
23,163645075.21275616,-25878.4995971,-93251.3853441,1.48743033409,-3.281203598363596e-06,0.002797967812332214,1.9487445694070913
24,163645075.41377994,-25879.1418098,-93249.7773112,1.48410105705,1.6528269942902712e-05,0.0028610726565563294,1.9539625813561226
25,163645075.61480132,-25879.8075548,-93248.1386161,1.47629201412,0.00010692562958850999,0.0029091284764883873,1.9608888064279446
26,163645075.80781114,-25880.4973364,-93246.4798587,1.4728500843,-4.0294077774959396e-05,0.0018271619513601234,1.9683121505559824
27,163645076.00885016,-25881.2101147,-93244.7962657,1.47347617149,0.0004251186902664169,-5.445555584993045e-05,1.9751369039913698
28,163645076.20985922,-25881.9586331,-93243.0569468,1.47227692604,0.0002571070304762684,0.00034323821493575934,1.9806658637062395
29,163645076.41090602,-25882.734915,-93241.2776132,1.4681648016,0.0002395577816629692,0.001982602940617584,1.9841005508019485
30,163645076.61189649,-25883.5164146,-93239.4984788,1.46390867233,0.00019823898997287746,0.003097472300080062,1.986621564490305
