,time,x,y,z,roll,pitch,yaw
0,163645070.103865,-25869.6953125,-93280.2890625,1.54699683189,0.000595979562289839,0.002345089031501768,1.7522544595623624
1,163645070.403865,-25869.8867188,-93279.2578125,1.54705429077,0.0006231350554993693,0.001328946955734267,1.761676028877227
2,163645070.702865,-25870.1171875,-93278.078125,1.5456430912,0.0008881789533469089,0.0002054375175049028,1.7728204124533793
3,163645071.003864,-25870.3671875,-93276.890625,1.54727959633,0.000731942384541191,0.0003860603350638314,1.784547976521377
4,163645071.302864,-25870.6523438,-93275.59375,1.54501831532,0.0006027841785376277,0.001782295918655974,1.795168542592854
5,163645071.602864,-25870.9960938,-93274.1875,1.54252886772,0.0006597470349754035,0.004246647138064885,1.8063769896871427
6,163645071.803864,-25871.2324219,-93273.2265625,1.53467106819,0.0004227433678644314,0.004677228815331835,1.8145845060308534
7,163645072.003863,-25871.4765625,-93272.2109375,1.53311312199,0.0005791836706625048,0.0032788002728285637,1.8228087170266598
8,163645072.203863,-25871.7421875,-93271.1953125,1.5305390358,0.00013886809859377144,0.001002497632363042,1.8318751522838166
9,163645072.403863,-25872.0351562,-93270.1171875,1.53131604195,0.00017584803852163585,-0.0002036173860930912,1.84079125113575
10,163645072.603863,-25872.3417969,-93269.046875,1.53062939644,0.00018238505683725026,0.00022936746846724532,1.8498063802067555
11,163645072.804863,-25872.6914062,-93267.890625,1.53199017048,0.00012004279701040724,-9.308187026646486e-05,1.8587235314685047
12,163645073.004862,-25873.0546875,-93266.71875,1.53358316422,0.00020216022627005947,-0.0002952719419468952,1.8680645292459384
13,163645073.204862,-25873.4316406,-93265.515625,1.53224909306,0.000359829563460522,0.0021652387630968217,1.876650264599894
14,163645073.403862,-25873.8359375,-93264.2578125,1.52674007416,6.76533151571584e-05,0.004072358598827597,1.8849119478067278
15,163645073.603862,-25874.2636719,-93262.96875,1.52164614201,-1.0590066351867523e-05,0.0028407563683732207,1.892515630228431
16,163645073.803862,-25874.7207031,-93261.6171875,1.51970887184,3.795455782707085e-05,0.0027600465244872474,1.899066928998902
17,163645074.004861,-25875.1738281,-93260.2734375,1.5130199194,0.00011650680200173529,0.003899878218011077,1.906205024463703
18,163645074.203861,-25875.6777344,-93258.8828125,1.50571525097,0.00018502772564213318,0.003853396577814472,1.913208103397494
19,163645074.403861,-25876.1796875,-93257.4609375,1.50102782249,0.000148467936018591,0.0028637899610348683,1.9197397674923324
20,163645074.603861,-25876.7128906,-93256.0,1.49849891663,2.3623457593653613e-05,0.0019618391654538936,1.9266191102209793
21,163645074.803861,-25877.2792969,-93254.5,1.49649524689,0.00016475766592157675,0.0020931796905303557,1.9338252975201458
22,163645075.003861,-25877.8789062,-93252.96875,1.49179947376,0.00015103686567395245,0.002655080572538715,1.9411011583155247
23,163645075.20386,-25878.4960938,-93251.3984375,1.48603534698,0.00022475111755065641,0.002851973656401441,1.9470545235039973
24,163645075.40486,-25879.1269531,-93249.796875,1.47934246063,0.00026151620543838407,0.0030699166985164172,1.9523528104062435
25,163645075.60386,-25879.7910156,-93248.1875,1.47440648079,0.00011301972216842875,0.0025306612798781103,1.959658497675973
26,163645075.80286,-25880.4902344,-93246.5078125,1.47054517269,0.00021345262170230215,0.0009706986409603324,1.9668369544165638
27,163645076.00386,-25881.2050781,-93244.8046875,1.47228825092,0.0002950216170865243,-8.765967896673388e-06,1.9739418177590087
28,163645076.203859,-25881.9433594,-93243.09375,1.46898925304,9.12357240047171e-05,0.001067713735597886,1.9794404975082682
29,163645076.403859,-25882.703125,-93241.34375,1.46524035931,0.0001739035495228811,0.0025402597173813657,1.9829395504343663
30,163645076.603859,-25883.4882812,-93239.5390625,1.46289491653,0.0003357978644055799,0.003871725805531856,1.9856053998312462
31,163645076.803859,-25884.2910156,-93237.71875,1.4507791996,0.0001592903339981574,0.0034568735870355027,1.9873568931176293
32,163645076.904859,-25884.7070312,-93236.796875,1.44568312168,0.0002182405748202587,0.00203245932985352,1.9871685615887802
33,163645077.003859,-25885.1191406,-93235.859375,1.44511461258,3.230071855253875e-05,0.0008778065822823145,1.98671728484065
34,163645077.103859,-25885.5410156,-93234.8984375,1.44460833073,8.628977969986605e-06,0.0009424975819056769,1.985492184892361
35,163645077.204858,-25885.9550781,-93233.9296875,1.44467484951,0.00016871765928319255,0.0012720082015442724,1.9844660716253681
36,163645077.303858,-25886.3808594,-93232.9765625,1.44591116905,0.0003033127538396369,0.0013574791640327266,1.9837345424478403
37,163645077.405858,-25886.8027344,-93231.9921875,1.44428145885,0.00013990400833286816,0.00106280906014522,1.9828563972736934
38,163645077.503858,-25887.234375,-93231.0234375,1.44213831425,-5.211271259067284e-05,0.0008899667454946858,1.9823696904096513
39,163645077.603858,-25887.6738281,-93230.0234375,1.44161295891,0.00019837676383193913,0.0007804827317292595,1.9813499778240586
40,163645077.703858,-25888.1152344,-93229.03125,1.44213211536,5.577739680296356e-06,0.0007198706245519215,1.9806327817807623
41,163645077.803858,-25888.5507812,-93227.9921875,1.44026327133,0.00010723880836261062,0.0014425396889843345,1.9791177885490332
42,163645077.903858,-25889.0019531,-93226.984375,1.4360537529,3.3074304158941627e-05,0.0024516883662815125,1.9781533277141539
43,163645078.004858,-25889.4550781,-93225.9375,1.43174219131,-7.825650517586127e-05,0.0031902817208329104,1.9762559669386377
44,163645078.104858,-25889.9023438,-93224.875,1.42836022377,-0.0001446918134871505,0.003485466814721061,1.9744823547075765
45,163645078.203857,-25890.3457031,-93223.8515625,1.42508029938,-0.00022897581941097486,0.0032712167282280546,1.973003609570398
46,163645078.304857,-25890.8027344,-93222.765625,1.42094790936,-0.0003093262136337443,0.0029342087735686473,1.9708969331725734
47,163645078.403857,-25891.2539062,-93221.6953125,1.41658723354,-0.0002790863276484677,0.003193488835986358,1.9691491352792099
48,163645078.504857,-25891.7128906,-93220.6015625,1.41013979912,-0.00033969054116739597,0.0027952110429534383,1.9675597921261472
49,163645078.603857,-25892.1757812,-93219.484375,1.41157817841,-0.00044837481568098367,0.0003316055156565856,1.9651103182164047
50,163645078.704857,-25892.6308594,-93218.3828125,1.40826559067,-0.0006380645068165087,0.001635351934982765,1.963349637559042
51,163645078.804857,-25893.0800781,-93217.2890625,1.40232372284,-0.00010966254663937688,0.008908030712250437,1.961069604357741
52,163645078.903857,-25893.5527344,-93216.1484375,1.38619327545,-0.00035077677137125763,0.013473119495184482,1.9596323588321785
53,163645079.003857,-25894.0175781,-93215.015625,1.37201750278,-0.00023489050779760385,0.007945670591696263,1.958503566248879
54,163645079.104857,-25894.4765625,-93213.875,1.3671374321,-0.0005623834456462037,-0.0002305118949863516,1.9565821353239012
55,163645079.204857,-25894.9453125,-93212.71875,1.36538636684,-0.00036225348520787555,-0.0009832199332839853,1.954169959909939
56,163645079.304856,-25895.40625,-93211.578125,1.36857557297,-0.0006243016987113458,0.0037962888548541684,1.9515368297975026
57,163645079.404856,-25895.8789062,-93210.3828125,1.36066377163,-0.0003691561383878715,0.0083846664724756,1.9497800242026546
58,163645079.503856,-25896.359375,-93209.203125,1.34340417385,-0.00013319724691320553,0.009911275017469467,1.9483894171643024
59,163645079.602856,-25896.828125,-93208.015625,1.3301910162,-0.00020349797194251065,0.010268399618069468,1.9473494383478145
60,163645079.702856,-25897.3085938,-93206.796875,1.31876575947,-0.00029360465177751894,0.010508949060916484,1.9461546658366722
