time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.pose.position.x,.pose.pose.position.y,.pose.pose.position.z,.pose.pose.orientation.x,.pose.pose.orientation.y,.pose.pose.orientation.z,.pose.pose.orientation.w,.pose.covariance
1975/03/10/09:57:52.028157,64,163645072,3863000,map,-25871.4765625,-93272.2109375,1.53311312199,-0.00111830939608,0.00123323860499,0.790363491663,0.61263592292,"(0.0025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0025152587890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:52.132721,65,163645072,103863000,map,-25871.6074219,-93271.703125,1.53166377544,-0.000797771944265,0.000829256949352,0.791706018354,0.610901180759,"(0.0025007152557373047, 1.9073486328125e-06, 0.0, 0.0, 0.0, 0.0, 1.9073486328125e-06, 0.0025152587890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:52.221156,66,163645072,203863000,map,-25871.7421875,-93271.1953125,1.5305390358,-0.000355268838372,0.000360354685228,0.793133851988,0.609047177975,"(0.0025025033950805665, 2.384185791015625e-06, 0.0, 0.0, 0.0, 0.0, 2.384185791015625e-06, 0.0025152587890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:52.325717,67,163645072,303863000,map,-25871.8867188,-93270.65625,1.53112900257,-3.22313901799e-05,0.00023144712175,0.794441012066,0.607341307176,"(0.0025009536743164063, 4.76837158203125e-07, 0.0, 0.0, 0.0, 0.0, 4.76837158203125e-07, 0.0025133514404296876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:52.430256,68,163645072,403863000,map,-25872.0351562,-93270.1171875,1.53131604195,0.000134262019891,8.32785186539e-06,0.795841237779,0.605505339224,"(0.0025009536743164063, 9.5367431640625e-07, 0.0, 0.0, 0.0, 0.0, 9.5367431640625e-07, 0.0025152587890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:52.526725,69,163645072,504863000,map,-25872.1835938,-93269.578125,1.5311242342,8.24519661117e-05,5.03641521408e-05,0.797093202499,0.603856283788,"(0.00250154972076416, 2.86102294921875e-06, 0.0, 0.0, 0.0, 0.0, 2.86102294921875e-06, 0.0025095367431640626, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:52.631273,70,163645072,603863000,map,-25872.3417969,-93269.046875,1.53062939644,-3.66922594845e-05,0.000141852432989,0.798562458974,0.60191188921,"(0.0025084638595581055, 9.5367431640625e-06, 0.0, 0.0, 0.0, 0.0, 9.5367431640625e-06, 0.0025133514404296876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:52.727736,71,163645072,703863000,map,-25872.5117188,-93268.4609375,1.53017365932,-3.58314293309e-05,0.000127315708395,0.799830023764,0.600226516484,"(0.0025009536743164063, 1.430511474609375e-06, 0.0, 0.0, 0.0, 0.0, 1.430511474609375e-06, 0.002511444091796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:52.832304,72,163645072,804863000,map,-25872.6914062,-93267.890625,1.53199017048,7.32039084305e-05,2.02438801841e-05,0.801238218475,0.598345477546,"(0.00250762939453125, 5.7220458984375e-06, 0.0, 0.0, 0.0, 0.0, 5.7220458984375e-06, 0.00250762939453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:52.928805,73,163645072,902863000,map,-25872.8808594,-93267.296875,1.53407347202,0.000284108564636,-3.86741542915e-05,0.802635330704,0.596469992144,"(0.0025008344650268555, -9.5367431640625e-07, 0.0, 0.0, 0.0, 0.0, -9.5367431640625e-07, 0.002511444091796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:53.025291,74,163645073,4862000,map,-25873.0546875,-93266.71875,1.53358316422,0.000178804779361,-6.51303312393e-06,0.804024040416,0.594596767199,"(0.0025067949295043946, -7.62939453125e-06, 0.0, 0.0, 0.0, 0.0, -7.62939453125e-06, 0.0025152587890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:53.129862,75,163645073,103862000,map,-25873.2382812,-93266.140625,1.53317511082,-0.000204004715256,0.000300121998583,0.805430675497,0.592689891628,"(0.0025, -4.76837158203125e-07, 0.0, 0.0, 0.0, 0.0, -4.76837158203125e-07, 0.0025152587890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:53.226380,76,163645073,204862000,map,-25873.4316406,-93265.515625,1.53224909306,-0.000766852494599,0.000785092842102,0.806568550189,0.591139551093,"(0.0025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0025152587890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:53.330852,77,163645073,304862000,map,-25873.6328125,-93264.8984375,1.53058373928,-0.00141269342138,0.00121593035844,0.807845591263,0.589391168431,"(0.0025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0025095367431640626, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:53.427388,78,163645073,403862000,map,-25873.8359375,-93264.2578125,1.52674007416,-0.00162739298736,0.00122423709867,0.809002426609,0.587801726961,"(0.0025008344650268555, -1.9073486328125e-06, 0.0, 0.0, 0.0, 0.0, -1.9073486328125e-06, 0.00250762939453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
1975/03/10/09:57:53.523878,79,163645073,503862000,map,-25874.0546875,-93263.6015625,1.52453255653,-0.00149060611924,0.00108502140915,0.809954298322,0.586490052677,"(0.0025020265579223633, 2.384185791015625e-06, 0.0, 0.0, 0.0, 0.0, 2.384185791015625e-06, 0.0025095367431640626, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000625)"
